document_id,title,canonical_path,revision,status,owner,source_commit,legacy_names,supersedes,versioning,last_labelled_revision
PPO-010-E2-TEST,E2 worked examples and future verification,docs/testing/estimating-e2-acceptance.md,r02,Reconciled adopted-subset obligations; runtime acceptance Not run,Dean Fiedler - prototype owner,642e283998f6e286f986d0cda53469780ed1dfbb,,,retained-record,
PPO-010-E2-HO,E2 design handover,docs/delivery/estimating-e2-design-handover.md,r02,Adopted subset reconciled; no E2 runtime implementation,Dean Fiedler - prototype owner,642e283998f6e286f986d0cda53469780ed1dfbb,,,retained-record,
PPO-010-CONTAINER-DEC,Estimating container propositions,docs/decisions/estimating-container-propositions.md,r01,Proposed for review; nothing adopted,Dean Fiedler - private prototype,386d9a7d63ffd28b61691491f9dc0880230d89b9,,,retained-record,
PPO-010-CONTAINER-STUDY,Estimating container design study,docs/blueprints/estimating-wizard-container-design.md,,Design study supporting PPO-010-CONTAINER-DEC; not adopted,Dean Fiedler - private prototype,386d9a7d63ffd28b61691491f9dc0880230d89b9,,,git,r03
PPO-DEMO-RUNTIME-DEC,Azure private demo runtime,docs/decisions/azure-private-demo.md,r04,Image uploaded; database argument correction prepared,Dean Fiedler - prototype owner,f8035b5c55251da4da52430adf2f83094feccd6b,,,retained-record,
CRM-UI-REFINEMENTS,CRM Desktop and Mobile Refinements,docs/decisions/crm-desktop-mobile-refinements.md,r01,Authorised implementation,Dean Fiedler - private prototype,fab85c568f8b72dfe19c7ef1dd6195ba1f340d14,,,retained-record,
CRM-UI-HANDOVER,CRM Refinements Implementation Handover,docs/delivery/crm-refinements-handover.md,r01,Implementation verification in progress,Dean Fiedler - private prototype,fab85c568f8b72dfe19c7ef1dd6195ba1f340d14,,,retained-record,
PPO-DEMO-INTEGRATION,Private demo integration handover,docs/delivery/demo-email-crm-integration.md,r03,Main reconciled; final verification and merge in PR 73,Dean Fiedler - prototype owner,93828dd898b55af8b8d2361983a8f554160d369d,,,retained-record,
PPO-DEMO-INTEGRATION-DEC,Private demo Email and CRM integration,docs/decisions/demo-email-crm-integration.md,r02,Authorised main reconciliation; deployment separate,Dean Fiedler - prototype owner,93828dd898b55af8b8d2361983a8f554160d369d,,,retained-record,
PPO-009-LEADS-DEC,Dedicated Leads workspace,docs/decisions/crm-leads-direction.md,r02,UI design approved; implementation pending,Dean Fiedler,f8035b5c55251da4da52430adf2f83094feccd6b,,,retained-record,
PPO-009-LEADS-DES,Leads workspace and qualification design,docs/blueprints/crm-leads-design.md,,UI design approved; implementation contract proposed,Dean Fiedler,f8035b5c55251da4da52430adf2f83094feccd6b,,,git,r02
PPO-009-LEADS-PREVIEW,Leads synthetic conversion preview,docs/blueprints/crm-leads-preview.html,r02,Approved UI reference; in-memory synthetic design,Dean Fiedler,f8035b5c55251da4da52430adf2f83094feccd6b,,,retained-record,
PPO-009-LEADS-IMPL,Manual Leads implementation,docs/decisions/crm-leads-runtime.md,r01,Implementation under verification,Dean Fiedler,f8035b5c55251da4da52430adf2f83094feccd6b,,,retained-record,
PPO-009-LEADS-DESKTOP,Approved desktop Leads interior,docs/blueprints/crm-leads-desktop-preview.html,r04,Approved interaction reference; application integration under verification,Dean Fiedler,6e2951e49f41e2b980da6885357230ef310f8198,,,retained-record,
PPO-INT-LEADS-PROJECTS,Leads and Projects migration reconciliation,docs/decisions/leads-projects-integration.md,r02,Main candidate reconciled; final-source CI pending,Dean Fiedler,dcbc6a3e8309ab268e839bf497e254a1663ad4e3,,,retained-record,
PPO-009-SCOPE,Approved CRM feature scope,docs/decisions/crm-approved-scope.md,r01,Accepted product scope and planning priorities,Dean Fiedler,,,,retained-record,
PPO-009-REPORT,Powerplants One CRM feature report,docs/reference/crm-feature-report-r02.md,r02,Issued report text; subsequently accepted by scope decision,Dean Fiedler,,,,retained-record,
PPO-LOGIN-INTEGRATION,Approved login r02 integration,docs/decisions/login-r02-integration.md,r01,Implemented locally; publication pending,Dean Fiedler - prototype owner,ec7fa6912c4976dd30bc3976e0eeb306eba143b0,,,retained-record,
PPO-012-STARTER-DEC,Projects starter design decision and handover,docs/decisions/projects-starter-design.md,,Requested design continuation; product details proposed,Dean Fiedler - personal prototype,f8035b5c55251da4da52430adf2f83094feccd6b,,,git,r02
PPO-010-FEEDBACK-DES,Estimate-to-actual feedback loop design proposal,docs/blueprints/estimate-actual-feedback-design.md,,Proposed for review; nothing adopted,Dean Fiedler - private prototype,ff81f9cb376156e0cfb2b8a8daba6fe0915cae62,,,git,r05
PPO-010-ROUTE-DEC,Derived routing direction,docs/decisions/estimating-derived-routing.md,r02,Direction and DR-01/DR-02 adopted; routing rules and runtime pending,Dean Fiedler - prototype owner,bfc0eca04fd9ae4da080b9cd7f49843fc3d2e8aa,,,retained-record,
PPO-009-STAGE-MODEL,CRM pipeline stage model,docs/decisions/crm-pipeline-stage-model.md,r02,Model accepted 11 September and amended 12 September; implementation separately bounded,Dean Fiedler - private prototype,0f0db4ec9db6d0834396bc88bf2fdc877e2d27bf,,,retained-record,
PPO-009-STAGES-PLAN,Five-stage pipeline implementation plan (increment A),docs/delivery/crm-five-stage-implementation-plan.md,,Plan for review; r02 corrects two r01 errors from live-schema evidence,Dean Fiedler - private prototype,0f0db4ec9db6d0834396bc88bf2fdc877e2d27bf,,,git,r02
PPO-HELP-DES,PPO Contextual Help and User Guidance Design,docs/blueprints/contextual-help-design.md,,Prepared for review; application implementation and user acceptance pending,Dean Fiedler - personal prototype owner,1cc882e53020bdfb22f7e9192365d90b1d8282ab,,,git,r01
PPO-HELP-TPL,PPO Page Guide Authoring Template,docs/standards/page-guide-template.md,,Prepared for review; application implementation and user acceptance pending,Dean Fiedler - personal prototype owner,1cc882e53020bdfb22f7e9192365d90b1d8282ab,,,git,r01
PPO-HELP-CRM,CRM Deals Page Guide,docs/guides/crm-deals.md,,Prepared for review; application implementation and user acceptance pending,Dean Fiedler - personal prototype owner,1cc882e53020bdfb22f7e9192365d90b1d8282ab,,,git,r01
PPO-HELP-TEST,Contextual Help Acceptance and Onboarding Pilot,docs/testing/contextual-help-acceptance.md,r01,Prepared for review; application implementation and user acceptance pending,Dean Fiedler - personal prototype owner,1cc882e53020bdfb22f7e9192365d90b1d8282ab,,,retained-record,
PPO-HELP-DEC,Contextual Help Direction and Design Handover,docs/decisions/contextual-help.md,r01,Prepared for review; application implementation and user acceptance pending,Dean Fiedler - personal prototype owner,1cc882e53020bdfb22f7e9192365d90b1d8282ab,,,retained-record,
PPO-HELP-PREVIEW,Contextual Help Synthetic Interaction Preview,docs/blueprints/contextual-help-preview.html,r01,Prepared for review; application implementation and user acceptance pending,Dean Fiedler - personal prototype owner,1cc882e53020bdfb22f7e9192365d90b1d8282ab,,,retained-record,
PPO-009-STAGES-HO,CRM five-stage runtime and board recovery handover,docs/delivery/crm-five-stage-runtime-handover.md,r02,Discovery cutover under verification; epoch demonstration remains incomplete,Dean Fiedler - private prototype,bd5e829f8425ae1607509c806f691df03b3cc73c,,,retained-record,
ADR-0022,Maintained browser runtime,docs/decisions/ADR-0022-maintained-browser-runtime.md,r02,Selected maintenance; r02 adds Chrome major 154 after the stable channel rolled,Dean Fiedler,ccc2251bbba9df266cac9027ddaa9418ab9abc1d,,,retained-record,
PPO-RUNTIME-MAINT-HO,Runtime maintenance handover,docs/delivery/runtime-maintenance.md,r01,Owner published; authoritative completion in PR 163,Dean Fiedler,5855713c107500ee80319952473fa1fcf7783f33,,,retained-record,
PPO-AUDIT-POLICY-DEC,Audit follow-through policy package,docs/decisions/audit-follow-through-policy-package.md,r01,Adopted for the synthetic prototype; implementation and verification separate,Dean Fiedler - prototype owner,503473dc136046812fbd42907aca448d7e895b9d,,,retained-record,
PPO-009-OUTCOME-HO,CRM owned outcomes increment B,docs/delivery/crm-owned-outcomes-handover.md,r02,Merged and verified; authoritative bounded completion in issue 144,Dean Fiedler,503473dc136046812fbd42907aca448d7e895b9d,,,retained-record,
PPO-009-TRANSFER-HO,CRM controlled owner transfer runtime handover,docs/delivery/crm-owner-transfer-runtime-handover.md,r04,Source and combined main verified; original scroll coverage correction and complete HV remain open,Dean Fiedler - prototype owner,642e283998f6e286f986d0cda53469780ed1dfbb,,,retained-record,
PPO-ADR-0023,Versioned estimating line taxonomy,docs/decisions/ADR-0023-estimating-line-taxonomy.md,r01,Selected implementation design under adopted DR-01; verification pending,Dean Fiedler - prototype owner,233dd66ccdf2a576c0e36f2cddd374504b337fb0,,,retained-record,
PPO-010-TAXONOMY-HO,Manual estimating categories and Allowance handover,docs/delivery/estimating-line-taxonomy-handover.md,r02,Original source and representative outputs verified; integration and main pending,Dean Fiedler - prototype owner,233dd66ccdf2a576c0e36f2cddd374504b337fb0,,,retained-record,
PPO-ADR-0024,Isolated synthetic checkpoint and restore,docs/decisions/ADR-0024-p12-isolated-recovery.md,r01,Selected P12 implementation design; verification pending,Dean Fiedler - prototype owner,d069ea3e0a0e82034bb47e501e1c293d12933cd2,,,retained-record,
PPO-PP01-P12-RUN,Private synthetic recovery runbook,docs/delivery/p12-recovery-runbook.md,r01,Implementation and real restore verification in progress,Dean Fiedler - prototype owner,d069ea3e0a0e82034bb47e501e1c293d12933cd2,,,retained-record,
PPO-PP01-P12-HO,P12 recovery and demonstration handover,docs/delivery/p12-handover.md,r03,Bounded delivery published; PT-22 synthetic procedure passed; full PP-01 acceptance open,Dean Fiedler - prototype owner,6d46e0e5ef236a11066cda19ef67f961ec16a24d,,,retained-record,
PPO-AUDIT-CONTINUATION-HO,Repository audit continuation,docs/delivery/audit-continuation-handover.md,r07,Integrated PR #172 and #180 repairs; combined-source CI pending,Dean Fiedler - prototype owner,10625815187f26179f316b887fcdee33467ac81f,,,retained-record,
PPO-010-E3-READY,E3 source arithmetic and review decisions,docs/delivery/estimating-e3-decision-pack.md,r01,Concrete next-increment choices prepared; pricing and approval policy unresolved,Dean Fiedler - prototype owner,3a27728c2c41e366a4863683fac748cd0d1da910,,,retained-record,
PPO-012-J1-RECONCILE,J1 coordination after the accepted Gantt,docs/delivery/projects-j1-reconciliation.md,r01,Current implementation reconciled; bounded coordination contract prepared,Dean Fiedler - prototype owner,3a27728c2c41e366a4863683fac748cd0d1da910,,,retained-record,
PPO-013-READINESS,Supply Chain readiness receiving contract,docs/contracts/supply-chain-readiness.md,,Candidate synthetic readiness contract; no Supply Chain runtime or ERP mapping,Dean Fiedler - prototype owner,3a27728c2c41e366a4863683fac748cd0d1da910,,,git,r01
PPO-ADR-0025,Adopted E2 discovery validation and comparison,docs/decisions/ADR-0025-e2-discovery-foundation.md,r02,Selected bounded implementation foundation; persistence and full E2 verification pending,Dean Fiedler - prototype owner,d779854e2f1d117abdc73e39d2bb9c73be9d5269,,,retained-record,
PPO-010-E2-RUNTIME-HO,E2 scoped discovery implementation handover,docs/delivery/estimating-e2-runtime-handover.md,r03,Definition comparison and current-context foundation implemented; DB proof and full E2 pending,Dean Fiedler - prototype owner,d779854e2f1d117abdc73e39d2bb9c73be9d5269,,,retained-record,
PPO-ADR-0026,E2 options and immutable discovery revisions,docs/decisions/ADR-0026-e2-option-persistence.md,r01,Selected adopted-subset persistence design; implementation and verification pending,Dean Fiedler - prototype owner,a22eee458978568a0343d27df38c21b6004a6f07,,,retained-record,
PPO-010-E2-PERSIST-HO,E2 option and scope persistence handover,docs/delivery/estimating-e2-workspace-handover.md,r02,Workspace API and additive migration implemented; runtime verification and browser journey pending,Dean Fiedler - prototype owner,8910b7b04d26d9d122d680f980fad8b559b90ce2,,,retained-record,
PPO-010-E2-SCREENS-HO,E2 saved discovery screens and recovery handover,docs/delivery/estimating-e2-screens-handover.md,r01,Saved screens and process proof implemented; exact-source runtime verification pending,Dean Fiedler - prototype owner,9976b44721a5db0d3ff2b8a38966675513e5274f,,,retained-record,
PPO-ADR-0027,Exact discovery basis for manual estimate versions,docs/decisions/ADR-0027-estimating-discovery-cost-basis.md,r01,Selected receiving implementation design; runtime verification pending,Dean Fiedler - prototype owner,d574b5526d5ff5cf26e814b94682beb439241d3f,,,retained-record,
PPO-010-E2-COST-HO,Exact E2 scope manual cost versions and Draft quotations,docs/delivery/estimating-e2-cost-basis-handover.md,r03,Focused database restart and original screen proofs passed; integrated verification pending,Dean Fiedler - prototype owner,45de8e3e2ccfdd5f13a7478c257d813dcbb570e3,,,retained-record,
PPO-CI-PERF-PROFILES,Development and compiled core-read performance profiles,docs/decisions/ci-performance-profiles.md,r05,Original measurements retained; PR #175 regression repair awaiting CI,Dean Fiedler - prototype owner,3a27728c2c41e366a4863683fac748cd0d1da910,,,retained-record,
PPO-MA-WORKSPACE-DES,Service Agreements and Maintenance design and receiving handover,docs/decisions/service-agreements-maintenance-design.md,,Draft HTML design; native browser and capture review complete; owner acceptance and application integration separate,Dean Fiedler,07ade644de06ff3b13e5af6ae9c299ca7c78c535,,,git,r01
PPO-MA-WORKSPACE-HTML,Service Agreements and Maintenance interactive workspace,docs/reference/ui/maintenance/PPO-Service-Agreements-and-Maintenance-Workspace-r01.html,r01,Proposed standalone design; 24 model and 15 native browser groups passed; captures reviewed; owner acceptance separate,Dean Fiedler,07ade644de06ff3b13e5af6ae9c299ca7c78c535,,,retained-record,
PPO-WAR-WORKSPACE-DES,Warranty and Customer Resolution design and receiving handover,docs/decisions/warranty-customer-resolution-design.md,,Proposed design; 25 model and 17 native browser groups passed; capture review complete; owner acceptance separate,Dean Fiedler,d041de7c40e7ba73acdef3252d5f18f1bf8ccb2f,,,git,r01
PPO-WAR-WORKSPACE-HTML,Warranty and Customer Resolution interactive workspace,docs/reference/ui/warranty/PPO-Warranty-and-Customer-Resolution-Workspace-r01.html,r01,Proposed design; 25 model and 17 native browser groups passed; capture review complete; owner acceptance separate,Dean Fiedler,d041de7c40e7ba73acdef3252d5f18f1bf8ccb2f,,,retained-record,
PPO-WAR-WORKSPACE-RPT,Warranty and Customer Resolution detailed workspace report,docs/reference/ui/warranty/PPO-Warranty-and-Customer-Resolution-Workspace-Report-r01.md,r01,Proposed design; 25 model and 17 native browser groups passed; capture review complete; owner acceptance separate,Dean Fiedler,d041de7c40e7ba73acdef3252d5f18f1bf8ccb2f,,,retained-record,
PPO-FIN-UI-DEC,Finance workspace design and handover,docs/decisions/finance-workspace-design.md,,Proposed interactive design; visual browser validation pending; application integration separate,Dean Fiedler - personal prototype owner,c3797ce9605a9eb1afab1f839e47e63095de1f7d,,,git,r02
PPO-FIN-UI,Finance and Commercial Controls interactive workspace,docs/reference/ui/finance/PPO-Finance-and-Commercial-Controls-r01.html,r01,Preserved r01 proposal; r02 is latest design proposal; no visual acceptance recorded,Dean Fiedler - personal prototype owner,723cce14d4746cd04a8d115ce8c60f6c057d76bd,,,retained-record,
PPO-FIN-UI-R02,Finance and Commercial Controls interactive workspace r02,docs/reference/ui/finance/PPO-Finance-and-Commercial-Controls-r02.html,r02,Proposed synthetic design; r18 components and scripted assistant; visual acceptance and application integration pending,Dean Fiedler - personal prototype owner,c3797ce9605a9eb1afab1f839e47e63095de1f7d,,PPO-FIN-UI,retained-record,
PPO-EQUIPMENT-DES,Equipment and Installed Base workspace design,docs/decisions/equipment-workspace-design.md,,Authorised r02 refinement; visual review and application integration pending,Dean Fiedler,42383fc2e3a85f6cf9c38c829683b14787578579,,,git,r02
PPO-EQUIPMENT-HTML,Equipment and Installed Base interactive workspace,docs/reference/ui/equipment/PPO-Equipment-and-Installed-Base-Workspace-r01.html,r01,Preserved r01 comparison source; r02 refinement available,Dean Fiedler,10625815187f26179f316b887fcdee33467ac81f,,,retained-record,
PPO-EQUIPMENT-HTML-R02,Equipment and Installed Base interactive workspace r02,docs/reference/ui/equipment/PPO-Equipment-and-Installed-Base-Workspace-r02.html,r02,Authored refinement for review; visual verification pending,Dean Fiedler,42383fc2e3a85f6cf9c38c829683b14787578579,,,retained-record,
PPO-QUALITY-DEC,Product quality and capability adoption,docs/decisions/product-quality-adoption.md,r01,Adopted product scope; implementation and acceptance tracked separately,Dean Fiedler - prototype owner,10625815187f26179f316b887fcdee33467ac81f,,,retained-record,
PPO-QUALITY-REG,Product quality and gap register,docs/requirements/product-quality-register.md,,Adopted requirements; delivery and acceptance incomplete,Dean Fiedler - prototype owner,10625815187f26179f316b887fcdee33467ac81f,,,git,r01
PPO-QA-WORKSPACE-DES,Quality Safety and Site Assurance design and handover,docs/decisions/quality-site-assurance-design.md,,Authorised design; owner acceptance and integration separate,Dean Fiedler,a4061c43b11d6a53604ec628cdf370ee72f54f7a,,,git,r01
PPO-QA-WORKSPACE-HTML,Quality Safety and Site Assurance interactive workspace,docs/reference/ui/quality-site-assurance/PPO-Quality-Safety-and-Site-Assurance-Workspace-r01.html,r01,Proposed standalone design,Dean Fiedler,a4061c43b11d6a53604ec628cdf370ee72f54f7a,,,retained-record,
PPO-QA-WORKSPACE-REPORT,Quality Safety and Site Assurance detailed companion report,docs/reference/ui/quality-site-assurance/PPO-Quality-Safety-and-Site-Assurance-Workspace-Report-r01.md,r01,Proposed design report,Dean Fiedler,a4061c43b11d6a53604ec628cdf370ee72f54f7a,,,retained-record,
PPO-QUALITY-PLAN,Product quality delivery plan,docs/delivery/product-quality-plan.md,,Adopted staged delivery plan; runtime increments pending,Dean Fiedler - prototype owner,10625815187f26179f316b887fcdee33467ac81f,,,git,r01
PPO-ISSUES-RECON-HO,Issue reconciliation and CRM view restoration,docs/delivery/issue-reconciliation-handover.md,r01,Authorised implementation; publication evidence in linked issues,Dean Fiedler,10625815187f26179f316b887fcdee33467ac81f,,,retained-record,
PPO-010-EXCEL-SPEC,Excel estimate import specification,docs/contracts/excel-estimate-import.md,,Design package; runtime and browser acceptance pending,Dean Fiedler - prototype owner,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,git,r01
PPO-010-EXCEL-ASSESS,Excel estimate workbook assessment,docs/blueprints/excel-estimate-workbook-assessment.md,,Design package; runtime and browser acceptance pending,Dean Fiedler - prototype owner,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,git,r01
PPO-010-EXCEL-PLAN,Excel estimate import implementation plan,docs/delivery/excel-estimate-import-plan.md,,Design package; runtime and browser acceptance pending,Dean Fiedler - prototype owner,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,git,r01
PPO-010-EXCEL-DEC,Excel estimate import design decision,docs/decisions/excel-estimate-import-design.md,,Design package; runtime and browser acceptance pending,Dean Fiedler - prototype owner,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,git,r01
PPO-010-EXCEL-HO,Excel estimate import design handover,docs/delivery/excel-estimate-import-handover.md,r01,Design package; runtime and browser acceptance pending,Dean Fiedler - prototype owner,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,retained-record,
PPO-009-MOCKUP-RETIREMENT,Retirement of the original CRM capture gallery,docs/decisions/crm-mockup-retirement.md,r01,Authorised housekeeping; PR verification pending,Dean Fiedler,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,retained-record,
PPO-NAM-FUNC,Naming and Communication Assistance,docs/blueprints/naming-and-communication-assistance.md,,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,git,r01
PPO-SP-ARCH,SharePoint Information Architecture and Configuration,docs/architecture/sharepoint-information-architecture.md,,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,git,r01
PPO-NAM-PILOT,Naming SharePoint pilot acceptance and implementation,docs/delivery/naming-sharepoint-pilot.md,r01,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,retained-record,
PPO-NAM-DEC,Naming communications and SharePoint scope decision,docs/decisions/naming-communications-sharepoint.md,r01,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,retained-record,
PPO-NAM-HO,Naming communications and SharePoint package and evidence,docs/delivery/naming-sharepoint-handover.md,r01,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,retained-record,
PPO-NAM-REQ,Naming assistance derived requirements,docs/requirements/naming-assistance.csv,,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,git,r01
PPO-NAM-UI-R01,Interactive Naming and Filing prototype,docs/blueprints/naming-filing-prototype/index.html,r01,Authored design and synthetic prototype; application and provider proof pending,Dean Fiedler - personal prototype owner,42383fc2e3a85f6cf9c38c829683b14787578579,,,retained-record,
PPO-CS-SURVEY-DES,Site Survey and As-Found workspace design and handover,docs/decisions/site-survey-workspace-design.md,,Proposed design; native visual review and application integration pending,Dean Fiedler,64574208ca604fee381e45c1b7db1b2b03c1dc8b,,,git,r01
PPO-CS-SURVEY-HTML,Site Survey and As-Found workspace interactive HTML,docs/reference/ui/customers/PPO-Site-Survey-and-As-Found-Workspace-r01.html,r01,Proposed standalone design; 40 model/DOM checks passed; native review pending,Dean Fiedler,64574208ca604fee381e45c1b7db1b2b03c1dc8b,,,retained-record,
PPO-002-MYOB-HB,MYOB integration blueprint and field mapping handbook,docs/contracts/myob-integration-blueprint.md,,Discovery; tenant evidence outstanding,Dean Fiedler,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,git,r01
PPO-002-MYOB-HO,MYOB integration handbook discovery handover,docs/decisions/myob-handbook-discovery.md,r01,Discovery; tenant evidence outstanding,Dean Fiedler,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,retained-record,
PPO-002-MYOB-MAP,Proposed MYOB field mapping register,docs/contracts/myob-field-mappings.csv,,Discovery; tenant evidence outstanding,Dean Fiedler,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,git,r01
PPO-CS-WORKSPACE-DES,Customers Sites and Growing Areas workspace design,docs/decisions/customers-sites-workspace-design.md,,Workspace-only r20 map extension; 98 model and DOM checks; native and application acceptance pending,Dean Fiedler,d09a5b3400f1c4e930e5a8abf657ecc8726aebf4,,,git,r03
PPO-CS-WORKSPACE-HTML,Customers Sites and Growing Areas interactive workspace,docs/reference/ui/customers/PPO-Customers-Sites-and-Growing-Areas-Workspace-r01.html,r01,Preserved r01 design; r03 is the current workspace revision,Dean Fiedler,dcabfec1b5cde1c2cf220359e6cf1c63408512d6,,,retained-record,
PPO-CS-WORKSPACE-HTML-R02,Customers Sites and Growing Areas workspace-only r02,docs/reference/ui/customers/PPO-Customers-Sites-and-Growing-Areas-Workspace-r02.html,r02,Preserved r02 theme audit refinement and 72-group evidence; r03 is current,Dean Fiedler,0e5f26d0757a3c2ed21f4871227e70c41c1e0b35,,PPO-CS-WORKSPACE-HTML,retained-record,
PPO-CS-WORKSPACE-AUDIT-R02,Customers Sites and Growing Areas r02 audit,docs/decisions/customers-sites-workspace-audit-r02.md,r02,18 addressed findings; remaining extensions and visual acceptance explicit,Dean Fiedler,0e5f26d0757a3c2ed21f4871227e70c41c1e0b35,,,retained-record,
PPO-CS-WORKSPACE-HTML-R03,Customers Sites and Growing Areas map extension r03,docs/reference/ui/customers/PPO-Customers-Sites-and-Growing-Areas-Workspace-r03.html,r03,Synthetic r20 map extension; 98 model and DOM groups passed; native acceptance pending,Dean Fiedler,d09a5b3400f1c4e930e5a8abf657ecc8726aebf4,,PPO-CS-WORKSPACE-HTML-R02,retained-record,
PPO-CS-WORKSPACE-MAPS-R03,Customers Sites and Growing Areas map links and arrival points,docs/decisions/customers-sites-maps-r03.md,r03,Authorised map extension delivered; native Maps handoff and application integration pending,Dean Fiedler,d09a5b3400f1c4e930e5a8abf657ecc8726aebf4,,,retained-record,
PPO-SVC-CASES-DES,Service Cases and Triage workspace design and handover,docs/decisions/service-cases-workspace-design.md,,Requested Board/List design; native visual review and application integration pending,Dean Fiedler,d99dfe3f26e42a416221c6db8f781e3470041c3d,,,git,r02
PPO-SVC-CASES-HTML,Service Cases and Triage workspace interactive HTML,docs/reference/ui/service-cases/PPO-Service-Cases-and-Triage-Workspace-r01.html,r01,Preserved r01 design; r02 is the current standalone revision,Dean Fiedler,76a732a9520d28fd59d0fd990c13b6e7cdf415d1,,,retained-record,
PPO-SVC-CASES-HTML-R02,Service Cases and Triage Board/List interactive HTML,docs/reference/ui/service-cases/PPO-Service-Cases-and-Triage-Workspace-r02.html,r02,Standalone design; 71 model/DOM checks passed; native review pending,Dean Fiedler,d99dfe3f26e42a416221c6db8f781e3470041c3d,,,retained-record,
PPO-SVC-REVIEW-DES,Service Review and Reports design and handover,docs/decisions/service-review-reports-workspace-design.md,,Proposed standalone design; owner acceptance separate,Dean Fiedler,07ade644de06ff3b13e5af6ae9c299ca7c78c535,,,git,r02
PPO-SVC-REVIEW-HTML,Service Review and Reports interactive workspace,docs/reference/ui/service-review/PPO-Service-Review-and-Reports-Workspace-r01.html,r01,Proposed standalone design; owner acceptance separate,Dean Fiedler,07ade644de06ff3b13e5af6ae9c299ca7c78c535,,,retained-record,
PPO-012-READINESS-DES,Projects delivery readiness and change control design,docs/decisions/project-delivery-readiness-design.md,,Authorised standalone review; native visual and application acceptance pending,Dean Fiedler,bc1dcf21490dda37979227f5fc13224183853d5a,,,git,r01
PPO-012-READINESS-VERIFY,Projects delivery readiness r01 verification,docs/testing/project-delivery-readiness-review.md,r01,Model and DOM checks passed; native visual review outstanding,Dean Fiedler,bc1dcf21490dda37979227f5fc13224183853d5a,,,retained-record,
PPO-SVC-REVIEW-HTML-R02,Service Review and Reports CI repair successor,docs/reference/ui/service-review/PPO-Service-Review-and-Reports-Workspace-r02.html,r02,Proposed standalone design; CI repair; owner acceptance separate,Dean Fiedler,0407e6ad1eaddadca8f2592be84918878f74b955,,PPO-SVC-REVIEW-HTML,retained-record,
PPO-009-CAPTURE-RETIREMENT,CRM screen capture gallery retirement,docs/decisions/crm-capture-gallery-retirement.md,r01,Historical originals retained in Git; current links repaired,Dean Fiedler,3f347fa5ffabb4bda4c684c7f2edb1c5fe5f5d65,,,retained-record,
PPO-NOTIFICATIONS-DES,Notification inbox and preferences design and handover,docs/decisions/notification-inbox-preferences-design.md,,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,git,r01
PPO-NOTIFICATIONS-HTML,Notification inbox and preferences interactive workspace,docs/reference/ui/notifications/PPO-Notification-Inbox-and-Preferences-r01.html,r01,Proposed SH-03 synthetic design,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,retained-record,
PPO-NOTIFICATIONS-RPT,Notification inbox and preferences detailed report,docs/reference/ui/notifications/PPO-Notification-Inbox-and-Preferences-Report-r01.md,r01,Companion report; implementation and acceptance separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,retained-record,
PPO-ES05-HTML,Quotation approval issue and distribution interactive workspace,docs/reference/ui/quoting/PPO-Quotation-Approval-Issue-and-Distribution-r02.html,r02,Proposed presentation correction; native visual and owner acceptance pending,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,retained-record,
PPO-ES05-REPORT,Quotation approval issue and distribution feature report,docs/reference/ui/quoting/PPO-Quotation-Approval-Issue-and-Distribution-Report-r02.md,r02,Proposed presentation correction; native visual and owner acceptance pending,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,retained-record,
PPO-ES05-DES,Quotation approval issue and distribution design and handover,docs/decisions/quotation-approval-issue-distribution-design.md,,Proposed design; owner acceptance and runtime integration pending,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,git,r02
