# scope | proposed destination | information to prepare | workflow steps (semicolon separated) | observable outcome | specific boundary
EC-03|/calendar|Activity owner, due/time basis, linked record and calendar scope|Choose the intended personal or team context;Review the underlying activity and its time basis;Record completion or a changed next action through the owning workflow|Calendar coordination remains linked to accountable activities|An activity is not automatically an external meeting invitation or a technician booking.
EC-04|/email/drafts|Exact recipients, message revision, attachments and approval|Prepare the message and verify recipient scope;Review exact attachment revisions and any required approval;Track actual sending and delivery outcomes separately|The communication has a reviewable exact basis|A saved draft is not sent. Never imply delivery without transport evidence.
CP-01|/portal|Customer identity, permitted organisation/site and access scope|Sign in with the intended customer identity;Select only an authorised organisation/site;Use the configured recovery route for missing access|The portal operates within the customer's permitted context|Internal access does not establish customer-portal access. Portal implementation remains planned.
CP-02|/portal/support|Site/equipment, symptoms, contact and safe attachments|Check whether the issue is already recorded;Prepare the request with clear symptoms and context;Track replies and requested information|A customer request has a traceable conversation|Submitting support does not authorise work or confirm attendance.
CP-03|/portal/projects|Published update revision, project scope and customer actions|Read the update published for the customer audience;Review prerequisites and requested responses;Respond against the exact published information|Customer actions have an explicit status and owner|Internal project notes must not be exposed automatically.
CP-04|/portal/equipment|Permitted equipment, exact documents and service-report revisions|Confirm the site and equipment identity;Open the applicable published document or report;Record a response only where the workflow explicitly supports it|The customer sees the intended exact evidence|Publication and access must be controlled per customer; hidden internal metadata must not leak.
CP-05|/portal/knowledge|Customer task, equipment context and approved guidance|Find the relevant support topic;Check applicability and safe boundaries;Escalate unresolved issues through the configured support path|The customer receives appropriate guidance and next steps|Do not publish internal diagnostics or restricted operational procedures by default.
CP-06|/portal/commercial|Customer authority, exact offer/variation and permitted account scope|Identify the exact commercial record;Review conditions and the permitted response;Retain the attributable response and next action|Commercial responses are bound to a specific record/revision|Viewing an offer does not establish authority to accept it or disclose Finance data.
AI-01|/assistant|Current task, permitted source records and desired outcome|State the task and relevant context;Review the answer's evidence and limitations;Use ordinary business controls for any approved follow-up|Assistance leaves the user with a grounded next action|A shell entry or scripted preview is not proof of a connected AI service.
AI-02|/assistant/proposals|Proposed change, exact source revision, intended effects and reviewer|Compare the proposal with its source context;Resolve changed or missing information;Apply only through the domain's validated command|An accepted proposal has a traceable saved outcome|AI text cannot grant permission or bypass validation and duplicate protection.
AI-03|/assistant/evidence|Claim, source identity/revision and missing/conflicting evidence|Open the evidence behind the answer;Check its applicability and currency;Record unresolved conflict instead of choosing an unsupported conclusion|Important claims can be traced to their sources|A fluent answer is not evidence of correctness.
AI-04|/assistant/drafts|Domain task, required evidence, draft audience and constraints|Provide the relevant permitted context;Review the draft against source facts;Complete domain review before sending or saving an operative change|A useful draft with explicit review obligations|Generated text is not an approved quotation, procedure or customer communication.
AI-05|/assistant/voice|Consent/context, transcript, names, numbers and units|Start capture deliberately where supported;Read and correct the transcript;Confirm critical values before using them in a business record|Reviewed text preserves the intended meaning|A transcript is not verified field evidence until the speaker checks it.
AI-06|/assistant/settings|Provider state, allowed sources/capabilities and quality findings|Review configured capability boundaries;Inspect failure and quality evidence;Apply settings through the authorised administration process|Assistance settings have a reviewed scope|A UI preference must not silently expand data access or business authority.
AI-07|/assistant/automations|Purpose, schedule/timezone, source scope and follow-up rule|Define the observation and meaningful-change condition;Review permitted actions and notification recipients;Inspect run outcomes and disable obsolete schedules|A recurring check has clear ownership and history|A recurring observation does not authorise automatic business transactions.
RP-01|/reports|Report definition, period, audience and source completeness|Choose the appropriate report and population;Inspect definition and refresh basis;Drill into source exceptions before concluding|A management observation states its basis and limits|Summary measures must not conceal missing records or unknown values.
RP-02|/reports/sales|Pipeline/quotation population, stage basis, period and value definitions|Select comparable sales and quotation measures;Review unknown amounts and stage/outcome distinctions;Investigate ageing or conversion exceptions|Sales performance is described with consistent definitions|Opportunity value is not quotation acceptance, invoicing or revenue.
RP-03|/reports/delivery|Engineering/project population, baseline, forecast and acceptance basis|Select the reporting period and baseline;Review blocked deliverables and schedule movement;Assign recovery actions from source evidence|Delivery performance links to accountable work|A planned finish is not an actual completion or accepted handover.
RP-04|/reports/service|Requests, visits, remaining work, maintenance and resource basis|Separate request, visit and resolution measures;Check capture/review completeness and time definitions;Investigate recurring findings and capacity exceptions|Service measures explain what was counted|A completed visit must not be counted automatically as a resolved customer issue.
RP-05|/reports/reconciliation|Supply/Finance exceptions, reconciliation basis and source timestamps|Review unmatched and unknown outcomes by source;Prioritise exceptions using agreed definitions;Assign reconciliation work to the owning domain|Exceptions have a clear owner and evidence trail|A green dashboard cannot replace receipt-level reconciliation.
RP-06|/reports/definitions|Measure, filters, saved view, export audience and review cadence|Define the report population and measures;Review saved criteria and export permissions;Record changes to scheduled review expectations|Reports remain reproducible and appropriately shared|Saving a report does not freeze data or grant export access.
AD-01|/admin/access|User, organisation/team, capability, scope and review reason|Inspect existing access and its business basis;Review requested changes with the authorised owner;Retain decisions and recheck effective access|Access changes have an attributable decision|Source content and guide text cannot authorise an access expansion.
AD-02|/admin/policies|Policy/configuration revision, applicability and approval basis|Prepare the intended configuration change;Review affected workflows and records;Publish a controlled successor with effective context|Users can identify the applicable policy basis|A policy draft is not an operative business rule.
AD-03|/admin/data-quality|Suspected issue, source records, proposed correction and evidence|Inspect the suspected duplicate or inconsistency;Compare proposed changes with record-owner rules;Apply reviewed corrections through the owning service|A correction has retained evidence and a recoverable outcome|Similar names alone are not authority to merge records.
AD-04|/admin|Operation identity, source/target, last success, receipt and owner|Read the exception and original operation context;Determine whether the outcome is known or uncertain;Use the supported original-operation recovery and inspect its receipt|Recovery resolves or explicitly owns the original outcome|Blind retry can duplicate external effects. Recovery permissions remain enforced by the server.
AD-05|/admin/mappings|Provider, company/entity, external key and internal identity|Inspect the exact mapping context;Resolve duplicate or conflicting external keys;Review reconciliation evidence before changing a mapping|External identity remains unambiguous|The same external key can exist in different companies or providers.
AD-06|/admin/migration|Source batch, mappings, dry-run evidence and cutover responsibilities|Prepare a scoped migration rehearsal;Validate identities, quantities and exceptions;Review reconciliation and coexistence before any accepted cutover|A migration proposal has measurable acceptance evidence|A successful import is not authorisation to retire Pipedrive, CREMS or Smartsheet.
AD-07|/admin/audit|Record/operation identity, actor, time range and export purpose|Find the relevant attributable history;Review source context and successor changes;Export only the permitted scope with its evidence basis|A reviewer can reconstruct the relevant action history|Audit access and export permissions are distinct from ordinary record access.
AD-08|/admin/retention|Information class, applicable policy, hold and request authority|Identify the policy and any hold;Review scope and downstream copies;Record authorised lifecycle decisions and actual outcomes|A retention or removal request has a traceable disposition|Do not invent retention periods or delete evidence merely because it is old.
AD-09|/foundation|Environment/build, diagnostic result, recovery procedure and owner|Identify the exact environment under review;Inspect failed checks and recovery evidence;Record remaining release-readiness obligations|Operational status has explicit evidence and ownership|Passing diagnostics does not establish production readiness or owner acceptance.
AD-10|/help/onboarding|Role, learning tasks, guide applicability and support channel|Choose the relevant role/task guidance;Practise the workflow using appropriate synthetic examples;Record unresolved questions through the actual support mechanism|A learner can demonstrate the task and identify support|Opening a guide is not training completion or SOP acknowledgement.
CX-01|/assets/tools|Tool/loan identity, custody, reservation and calibration evidence|Confirm the business need and governing system;Review proposed custody and reservation controls;Retain calibration evidence for actual measurements|A reviewed proposal for tool and loan-unit coordination|This is conditional scope. Required inspection calibration already belongs to EQ-09.
CX-02|/workshop|Assembly scope, materials, test criteria, rework and ERP boundary|Confirm whether the workshop capability is required;Define traceable assembly and testing records;Review rework and receiving responsibilities|A bounded workshop proposal with clear system ownership|Do not introduce a competing manufacturing authority without a separate scope decision.
CX-03|/monitoring|Customer consent, OEM/security basis, alarm and response owner|Confirm consent and supported interfaces;Define alarm significance and response expectations;Review evidence and escalation before any operating pilot|Monitoring has explicit authority and response ownership|An observed alarm is not permission to control equipment remotely.
CX-04|/training|Customer training need, subscription terms and responsibility|Confirm the proposed training/service scope;Define participation and evidence requirements;Review ongoing commitments and ownership|A bounded customer-training proposal|A scheduled session does not create a subscription or prove competence.
CX-05|/integrations/grower-production|Production/traceability scope, data authority and interface evidence|Confirm the separate business scope;Map source ownership and permitted information exchange;Define a bounded acceptance and reconciliation method|A reviewable integration proposal|Grower production records are not automatically within PPO's authorised scope.
CX-06|/improvement|Measured water/energy use, units, period and comparison basis|Confirm measurement quality and comparable conditions;Separate observations from modelled scenarios;Review proposals and verify outcomes against the agreed basis|An improvement claim has a reproducible evidence basis|Do not claim savings from unmatched periods or unverified assumptions.
excel-import|/estimating/import|Workbook, sheet/range, mapping, units, exceptions and target estimate|Upload or stage the intended workbook in the planned flow;Review validation, mapping and every rejected line;Save only the reviewed estimate basis and retain import provenance|One traceable import produces the intended reviewed estimate|The workbook and HTML designs exist; application integration remains outstanding in the retained register baseline.
